test,item,score,speaker_name,speaker,rater,rater_gender,rater_age,speaker_wav
137,23,1,MNY,3342,405,F.r,37,23_M08_NY.wav
137,24,4,MJU,3335,405,F.r,37,24_M02_JU.wav
137,25,1,EOK,3341,405,F.r,37,25_E05_OK.wav
137,26,5,INY,3336,405,F.r,37,26_I02_NY.wav
137,27,6,IJU,3340,405,F.r,37,27_I13_JU.wav
137,28,3,MOK,3338,405,F.r,37,28_M02_OK.wav
137,29,1,MNY,3342,405,F.r,37,29_M01_NY.wav
137,30,7,EJU,3343,405,F.r,37,30_E05_JU.wav
137,31,5,IOK,3339,405,F.r,37,31_I13_OK.wav
137,32,1,MNY,3342,405,F.r,37,32_M02_NY.wav
137,33,5,EJU,3343,405,F.r,37,33_E13_JU.wav
137,34,3,MOK,3338,405,F.r,37,34_M08_OK.wav
137,35,3,INY,3336,405,F.r,37,35_I10_NY.wav
137,36,2,EJU,3343,405,F.r,37,36_E01_JU.wav
137,37,2,MOK,3338,405,F.r,37,37_M10_OK.wav
137,38,6,ENY,3337,405,F.r,37,38_E08_NY.wav
137,39,4,MJU,3335,405,F.r,37,39_M05_JU.wav
137,40,7,EOK,3341,405,F.r,37,40_E13_OK.wav
137,41,3,INY,3336,405,F.r,37,41_I01_NY.wav
137,42,5,IJU,3340,405,F.r,37,42_I05_JU.wav
137,43,3,EOK,3341,405,F.r,37,43_E08_OK.wav
137,44,6,ENY,3337,405,F.r,37,44_E05_NY.wav
137,45,2,MJU,3335,405,F.r,37,45_M10_JU.wav
137,46,1,IOK,3339,405,F.r,37,46_I08_OK.wav
137,47,3,INY,3336,405,F.r,37,47_I13_NY.wav
137,48,3,IJU,3340,405,F.r,37,48_I02_JU.wav
137,49,4,EOK,3341,405,F.r,37,49_E10_OK.wav
137,50,5,INY,3336,405,F.r,37,50_I05_NY.wav
137,51,5,EJU,3343,405,F.r,37,51_E08_JU.wav
137,52,3,IOK,3339,405,F.r,37,52_I10_OK.wav
137,53,1,MNY,3342,405,F.r,37,53_M13_NY.wav
137,54,3,IJU,3340,405,F.r,37,54_I10_JU.wav
137,55,3,IOK,3339,405,F.r,37,55_I02_OK.wav
137,56,7,ENY,3337,405,F.r,37,56_E13_NY.wav
137,57,3,MJU,3335,405,F.r,37,57_M01_JU.wav
137,4,4,MOK,3338,919,M.r,65,04_M01_OK.wav
137,5,5,ENY,3337,919,M.r,65,05_E10_NY.wav
137,6,4,MJU,3335,919,M.r,65,06_M08_JU.wav
137,7,3,IOK,3339,919,M.r,65,07_I05_OK.wav
137,8,3,ENY,3337,919,M.r,65,08_E02_NY.wav
137,9,4,IJU,3340,919,M.r,65,09_I01_JU.wav
137,10,6,MOK,3338,919,M.r,65,10_M05_OK.wav
137,11,4,INY,3336,919,M.r,65,11_I08_NY.wav
137,12,4,MJU,3335,919,M.r,65,12_M13_JU.wav
137,13,6,EOK,3341,919,M.r,65,13_E02_OK.wav
137,14,5,MNY,3342,919,M.r,65,14_M05_NY.wav
137,15,6,EJU,3343,919,M.r,65,15_E10_JU.wav
137,16,4,MOK,3338,919,M.r,65,16_M13_OK.wav
137,17,3,ENY,3337,919,M.r,65,17_E01_NY.wav
137,18,5,IJU,3340,919,M.r,65,18_I08_JU.wav
137,19,4,EOK,3341,919,M.r,65,19_E01_OK.wav
137,20,5,MNY,3342,919,M.r,65,20_M10_NY.wav
137,21,6,EJU,3343,919,M.r,65,21_E02_JU.wav
137,22,4,IOK,3339,919,M.r,65,22_I01_OK.wav
137,23,4,MNY,3342,919,M.r,65,23_M08_NY.wav
137,24,5,MJU,3335,919,M.r,65,24_M02_JU.wav
137,25,2,EOK,3341,919,M.r,65,25_E05_OK.wav
137,26,6,INY,3336,919,M.r,65,26_I02_NY.wav
137,27,5,IJU,3340,919,M.r,65,27_I13_JU.wav
137,28,3,MOK,3338,919,M.r,65,28_M02_OK.wav
137,29,4,MNY,3342,919,M.r,65,29_M01_NY.wav
137,30,4,EJU,3343,919,M.r,65,30_E05_JU.wav
137,31,4,IOK,3339,919,M.r,65,31_I13_OK.wav
137,32,3,MNY,3342,919,M.r,65,32_M02_NY.wav
137,33,3,EJU,3343,919,M.r,65,33_E13_JU.wav
137,34,5,MOK,3338,919,M.r,65,34_M08_OK.wav
137,35,4,INY,3336,919,M.r,65,35_I10_NY.wav
137,36,4,EJU,3343,919,M.r,65,36_E01_JU.wav
137,37,3,MOK,3338,919,M.r,65,37_M10_OK.wav
